"자치구별(1)","항목","시점","경제활동별(1)",데이터
"서초구","2020년 기준년 연쇄가격","2016","건설업",1022980
"서초구","2020년 기준년 연쇄가격","2016","도매 및 소매업",5870521
"서초구","2020년 기준년 연쇄가격","2016","운수 및 창고업",527808
"서초구","2020년 기준년 연쇄가격","2016","숙박 및 음식점업",934081
"서초구","2020년 기준년 연쇄가격","2016","정보통신업",2901077
"서초구","2020년 기준년 연쇄가격","2016","금융 및 보험업",1944629
"서초구","2020년 기준년 연쇄가격","2016","부동산업",4324222
"서초구","2020년 기준년 연쇄가격","2016","사업서비스업",8463962
"서초구","2020년 기준년 연쇄가격","2016","공공 행정, 국방 및 사회보장 행정",1890286
"서초구","2020년 기준년 연쇄가격","2016","교육 서비스업",1334421
"서초구","2020년 기준년 연쇄가격","2016","보건업 및 사회복지서비스업",1380095
"서초구","2020년 기준년 연쇄가격","2016","문화 및 기타 서비스업",1101928
"서초구","2020년 기준년 연쇄가격","2017","지역내총생산(시장가격)",35800614
"서초구","2020년 기준년 연쇄가격","2017","순생산물세",3193243
"서초구","2020년 기준년 연쇄가격","2017","총부가가치(기초가격)",32646207
"서초구","2020년 기준년 연쇄가격","2017","농업, 임업 및 어업",175576
"서초구","2020년 기준년 연쇄가격","2017","광업",376
"서초구","2020년 기준년 연쇄가격","2017","제조업",764499
"서초구","2020년 기준년 연쇄가격","2017","전기, 가스, 증기 및 공기 조절 공급업",151223
"서초구","2020년 기준년 연쇄가격","2017","건설업",836212
"서초구","2020년 기준년 연쇄가격","2017","도매 및 소매업",6017593
"서초구","2020년 기준년 연쇄가격","2017","운수 및 창고업",524173
"서초구","2020년 기준년 연쇄가격","2017","숙박 및 음식점업",903267
"서초구","2020년 기준년 연쇄가격","2017","정보통신업",2860062
"서초구","2020년 기준년 연쇄가격","2017","금융 및 보험업",2000623
"서초구","2020년 기준년 연쇄가격","2017","부동산업",4527730
"서초구","2020년 기준년 연쇄가격","2017","사업서비스업",7978320
"서초구","2020년 기준년 연쇄가격","2017","공공 행정, 국방 및 사회보장 행정",1988654
"서초구","2020년 기준년 연쇄가격","2017","교육 서비스업",1306854
"서초구","2020년 기준년 연쇄가격","2017","보건업 및 사회복지서비스업",1474514
"서초구","2020년 기준년 연쇄가격","2017","문화 및 기타 서비스업",1103016
"서초구","2020년 기준년 연쇄가격","2018","지역내총생산(시장가격)",37635448
"서초구","2020년 기준년 연쇄가격","2018","순생산물세",3285868
"서초구","2020년 기준년 연쇄가격","2018","총부가가치(기초가격)",34384591
"서초구","2020년 기준년 연쇄가격","2018","농업, 임업 및 어업",210098
"서초구","2020년 기준년 연쇄가격","2018","광업",637
"서초구","2020년 기준년 연쇄가격","2018","제조업",765575
"서초구","2020년 기준년 연쇄가격","2018","전기, 가스, 증기 및 공기 조절 공급업",127293
"서초구","2020년 기준년 연쇄가격","2018","건설업",970273
"서초구","2020년 기준년 연쇄가격","2018","도매 및 소매업",6139227
"서초구","2020년 기준년 연쇄가격","2018","운수 및 창고업",586622
"서초구","2020년 기준년 연쇄가격","2018","숙박 및 음식점업",955269
"서초구","2020년 기준년 연쇄가격","2018","정보통신업",2928180
"서초구","2020년 기준년 연쇄가격","2018","금융 및 보험업",2282628
"서초구","2020년 기준년 연쇄가격","2018","부동산업",4750562
"서초구","2020년 기준년 연쇄가격","2018","사업서비스업",8584519
"서초구","2020년 기준년 연쇄가격","2018","공공 행정, 국방 및 사회보장 행정",2031943
"서초구","2020년 기준년 연쇄가격","2018","교육 서비스업",1338174
"서초구","2020년 기준년 연쇄가격","2018","보건업 및 사회복지서비스업",1591520
"서초구","2020년 기준년 연쇄가격","2018","문화 및 기타 서비스업",1105177
"서초구","2020년 기준년 연쇄가격","2019","지역내총생산(시장가격)",38309872
"서초구","2020년 기준년 연쇄가격","2019","순생산물세",3273824
"서초구","2020년 기준년 연쇄가격","2019","총부가가치(기초가격)",35068048
"서초구","2020년 기준년 연쇄가격","2019","농업, 임업 및 어업",239971
"서초구","2020년 기준년 연쇄가격","2019","광업",799
"서초구","2020년 기준년 연쇄가격","2019","제조업",797705
"서초구","2020년 기준년 연쇄가격","2019","전기, 가스, 증기 및 공기 조절 공급업",122857
"서초구","2020년 기준년 연쇄가격","2019","건설업",924416
"서초구","2020년 기준년 연쇄가격","2019","도매 및 소매업",6143448
"서초구","2020년 기준년 연쇄가격","2019","운수 및 창고업",617100
"서초구","2020년 기준년 연쇄가격","2019","숙박 및 음식점업",997063
"서초구","2020년 기준년 연쇄가격","2019","정보통신업",3195996
"서초구","2020년 기준년 연쇄가격","2019","금융 및 보험업",2218732
"서초구","2020년 기준년 연쇄가격","2019","부동산업",4797210
"서초구","2020년 기준년 연쇄가격","2019","사업서비스업",8754349
"서초구","2020년 기준년 연쇄가격","2019","공공 행정, 국방 및 사회보장 행정",1940060
"서초구","2020년 기준년 연쇄가격","2019","교육 서비스업",1444310
"서초구","2020년 기준년 연쇄가격","2019","보건업 및 사회복지서비스업",1694759
"서초구","2020년 기준년 연쇄가격","2019","문화 및 기타 서비스업",1181572
"서초구","2020년 기준년 연쇄가격","2020","지역내총생산(시장가격)",37542003
"서초구","2020년 기준년 연쇄가격","2020","순생산물세",3120495
"서초구","2020년 기준년 연쇄가격","2020","총부가가치(기초가격)",34752654
"서초구","2020년 기준년 연쇄가격","2020","농업, 임업 및 어업",237049
"서초구","2020년 기준년 연쇄가격","2020","광업",3930
"서초구","2020년 기준년 연쇄가격","2020","제조업",786321
"서초구","2020년 기준년 연쇄가격","2020","전기, 가스, 증기 및 공기 조절 공급업",133569
"서초구","2020년 기준년 연쇄가격","2020","건설업",851576
"서초구","2020년 기준년 연쇄가격","2020","도매 및 소매업",6279532
"서초구","2020년 기준년 연쇄가격","2020","운수 및 창고업",789200
"서초구","2020년 기준년 연쇄가격","2020","숙박 및 음식점업",759201
"서초구","2020년 기준년 연쇄가격","2020","정보통신업",3247545
"서초구","2020년 기준년 연쇄가격","2020","금융 및 보험업",2441933
"서초구","2020년 기준년 연쇄가격","2020","부동산업",4971336
"서초구","2020년 기준년 연쇄가격","2020","사업서비스업",8081874
"서초구","2020년 기준년 연쇄가격","2020","공공 행정, 국방 및 사회보장 행정",1943972
"서초구","2020년 기준년 연쇄가격","2020","교육 서비스업",1438740
"서초구","2020년 기준년 연쇄가격","2020","보건업 및 사회복지서비스업",1797034
"서초구","2020년 기준년 연쇄가격","2020","문화 및 기타 서비스업",989843
"서초구","2020년 기준년 연쇄가격","2021","지역내총생산(시장가격)",39655987
"서초구","2020년 기준년 연쇄가격","2021","순생산물세",3302750
"서초구","2020년 기준년 연쇄가격","2021","총부가가치(기초가격)",36353236
"서초구","2020년 기준년 연쇄가격","2021","농업, 임업 및 어업",283925
"서초구","2020년 기준년 연쇄가격","2021","광업",667
"서초구","2020년 기준년 연쇄가격","2021","제조업",936507
"서초구","2020년 기준년 연쇄가격","2021","전기, 가스, 증기 및 공기 조절 공급업",134315
"서초구","2020년 기준년 연쇄가격","2021","건설업",1012794
"서초구","2020년 기준년 연쇄가격","2021","도매 및 소매업",6186078
"서초구","2020년 기준년 연쇄가격","2021","운수 및 창고업",875840
"서초구","2020년 기준년 연쇄가격","2021","숙박 및 음식점업",734579
"서초구","2020년 기준년 연쇄가격","2021","정보통신업",3648866
"서초구","2020년 기준년 연쇄가격","2021","금융 및 보험업",2597979
"서초구","2020년 기준년 연쇄가격","2021","부동산업",5229801
"서초구","2020년 기준년 연쇄가격","2021","사업서비스업",8037921
"서초구","2020년 기준년 연쇄가격","2021","공공 행정, 국방 및 사회보장 행정",2073964
"서초구","2020년 기준년 연쇄가격","2021","교육 서비스업",1622734
"서초구","2020년 기준년 연쇄가격","2021","보건업 및 사회복지서비스업",1952697
"서초구","2020년 기준년 연쇄가격","2021","문화 및 기타 서비스업",1024570
"서초구","2020년 기준년 연쇄가격","2022","지역내총생산(시장가격)",38797767
"서초구","2020년 기준년 연쇄가격","2022","순생산물세",3211224
"서초구","2020년 기준년 연쇄가격","2022","총부가가치(기초가격)",35587185
"서초구","2020년 기준년 연쇄가격","2022","농업, 임업 및 어업",211655
"서초구","2020년 기준년 연쇄가격","2022","광업",777
"서초구","2020년 기준년 연쇄가격","2022","제조업",926581
"서초구","2020년 기준년 연쇄가격","2022","전기, 가스, 증기 및 공기 조절 공급업",128241
"서초구","2020년 기준년 연쇄가격","2022","건설업",491922
"서초구","2020년 기준년 연쇄가격","2022","도매 및 소매업",5995106
"서초구","2020년 기준년 연쇄가격","2022","운수 및 창고업",971115
"서초구","2020년 기준년 연쇄가격","2022","숙박 및 음식점업",796636
"서초구","2020년 기준년 연쇄가격","2022","정보통신업",3617909
"서초구","2020년 기준년 연쇄가격","2022","금융 및 보험업",2091847
"서초구","2020년 기준년 연쇄가격","2022","부동산업",5097502
"서초구","2020년 기준년 연쇄가격","2022","사업서비스업",8229920
"서초구","2020년 기준년 연쇄가격","2022","공공 행정, 국방 및 사회보장 행정",2175655
"서초구","2020년 기준년 연쇄가격","2022","교육 서비스업",1641911
"서초구","2020년 기준년 연쇄가격","2022","보건업 및 사회복지서비스업",2057385
"서초구","2020년 기준년 연쇄가격","2022","문화 및 기타 서비스업",1159938
"강남구","2020년 기준년 연쇄가격","2015","지역내총생산(시장가격)",75488392
"강남구","2020년 기준년 연쇄가격","2015","순생산물세",6782149
"강남구","2020년 기준년 연쇄가격","2015","총부가가치(기초가격)",68767451
"강남구","2020년 기준년 연쇄가격","2015","농업, 임업 및 어업",29781
"강남구","2020년 기준년 연쇄가격","2015","광업",940
"강남구","2020년 기준년 연쇄가격","2015","제조업",3180677
"강남구","2020년 기준년 연쇄가격","2015","전기, 가스, 증기 및 공기 조절 공급업",227352
"강남구","2020년 기준년 연쇄가격","2015","건설업",1226745
"강남구","2020년 기준년 연쇄가격","2015","도매 및 소매업",17354221
"강남구","2020년 기준년 연쇄가격","2015","운수 및 창고업",876080
"강남구","2020년 기준년 연쇄가격","2015","숙박 및 음식점업",1619241
"강남구","2020년 기준년 연쇄가격","2015","정보통신업",7360964
"강남구","2020년 기준년 연쇄가격","2015","금융 및 보험업",2908146
"강남구","2020년 기준년 연쇄가격","2015","부동산업",9480007
"강남구","2020년 기준년 연쇄가격","2015","사업서비스업",17842648
"강남구","2020년 기준년 연쇄가격","2015","공공 행정, 국방 및 사회보장 행정",331987
"강남구","2020년 기준년 연쇄가격","2015","교육 서비스업",1811500
"강남구","2020년 기준년 연쇄가격","2015","보건업 및 사회복지서비스업",2991465
"강남구","2020년 기준년 연쇄가격","2015","문화 및 기타 서비스업",1592682
"강남구","2020년 기준년 연쇄가격","2016","지역내총생산(시장가격)",74271972
"강남구","2020년 기준년 연쇄가격","2016","순생산물세",7128682
"강남구","2020년 기준년 연쇄가격","2016","총부가가치(기초가격)",67255152
"강남구","2020년 기준년 연쇄가격","2016","농업, 임업 및 어업",21339
"강남구","2020년 기준년 연쇄가격","2016","광업",169
"강남구","2020년 기준년 연쇄가격","2016","제조업",2966848
"강남구","2020년 기준년 연쇄가격","2016","전기, 가스, 증기 및 공기 조절 공급업",189399
"강남구","2020년 기준년 연쇄가격","2016","건설업",1307209
"강남구","2020년 기준년 연쇄가격","2016","도매 및 소매업",17799536
"강남구","2020년 기준년 연쇄가격","2016","운수 및 창고업",780552
"강남구","2020년 기준년 연쇄가격","2016","숙박 및 음식점업",1577603
"강남구","2020년 기준년 연쇄가격","2016","정보통신업",7585760
"강남구","2020년 기준년 연쇄가격","2016","금융 및 보험업",2942555
"강남구","2020년 기준년 연쇄가격","2016","부동산업",9896103
"강남구","2020년 기준년 연쇄가격","2016","사업서비스업",15291220
"강남구","2020년 기준년 연쇄가격","2016","공공 행정, 국방 및 사회보장 행정",298048
"강남구","2020년 기준년 연쇄가격","2016","교육 서비스업",1824268
"강남구","2020년 기준년 연쇄가격","2016","보건업 및 사회복지서비스업",3150536
"강남구","2020년 기준년 연쇄가격","2016","문화 및 기타 서비스업",1591414
"강남구","2020년 기준년 연쇄가격","2017","지역내총생산(시장가격)",76459126
"강남구","2020년 기준년 연쇄가격","2017","순생산물세",7282548
"강남구","2020년 기준년 연쇄가격","2017","총부가가치(기초가격)",69285055
"강남구","2020년 기준년 연쇄가격","2017","농업, 임업 및 어업",17507
"강남구","2020년 기준년 연쇄가격","2017","광업",53
"강남구","2020년 기준년 연쇄가격","2017","제조업",3232588
"강남구","2020년 기준년 연쇄가격","2017","전기, 가스, 증기 및 공기 조절 공급업",204101
"강남구","2020년 기준년 연쇄가격","2017","건설업",1514248
"강남구","2020년 기준년 연쇄가격","2017","도매 및 소매업",17975369
"강남구","2020년 기준년 연쇄가격","2017","운수 및 창고업",824424
"강남구","2020년 기준년 연쇄가격","2017","숙박 및 음식점업",1607987
"강남구","2020년 기준년 연쇄가격","2017","정보통신업",7893279
"강남구","2020년 기준년 연쇄가격","2017","금융 및 보험업",3220465
"강남구","2020년 기준년 연쇄가격","2017","부동산업",10371540
"강남구","2020년 기준년 연쇄가격","2017","사업서비스업",15363564
"강남구","2020년 기준년 연쇄가격","2017","공공 행정, 국방 및 사회보장 행정",328024
"강남구","2020년 기준년 연쇄가격","2017","교육 서비스업",1734035
"강남구","2020년 기준년 연쇄가격","2017","보건업 및 사회복지서비스업",3361014
"강남구","2020년 기준년 연쇄가격","2017","문화 및 기타 서비스업",1627116
"강남구","2020년 기준년 연쇄가격","2018","지역내총생산(시장가격)",80335696
"강남구","2020년 기준년 연쇄가격","2018","순생산물세",7300936
"강남구","2020년 기준년 연쇄가격","2018","총부가가치(기초가격)",73118480
"강남구","2020년 기준년 연쇄가격","2018","농업, 임업 및 어업",20052
"강남구","2020년 기준년 연쇄가격","2018","광업",1458
"강남구","2020년 기준년 연쇄가격","2018","제조업",3097008
"강남구","2020년 기준년 연쇄가격","2018","전기, 가스, 증기 및 공기 조절 공급업",178103
"강남구","2020년 기준년 연쇄가격","2018","건설업",1472149
"강남구","2020년 기준년 연쇄가격","2018","도매 및 소매업",18455556
"강남구","2020년 기준년 연쇄가격","2018","운수 및 창고업",866867
"강남구","2020년 기준년 연쇄가격","2018","숙박 및 음식점업",1652225
"강남구","2020년 기준년 연쇄가격","2018","정보통신업",8089982
"강남구","2020년 기준년 연쇄가격","2018","금융 및 보험업",3401375
"강남구","2020년 기준년 연쇄가격","2018","부동산업",10503540
"강남구","2020년 기준년 연쇄가격","2018","사업서비스업",18045901
"강남구","2020년 기준년 연쇄가격","2018","공공 행정, 국방 및 사회보장 행정",309267
"강남구","2020년 기준년 연쇄가격","2018","교육 서비스업",1772446
"강남구","2020년 기준년 연쇄가격","2018","보건업 및 사회복지서비스업",3686924
"강남구","2020년 기준년 연쇄가격","2018","문화 및 기타 서비스업",1611593
"강남구","2020년 기준년 연쇄가격","2019","지역내총생산(시장가격)",85291734
"강남구","2020년 기준년 연쇄가격","2019","순생산물세",7692262
"강남구","2020년 기준년 연쇄가격","2019","총부가가치(기초가격)",77684902
"강남구","2020년 기준년 연쇄가격","2019","농업, 임업 및 어업",18622
"강남구","2020년 기준년 연쇄가격","2019","광업",172
"강남구","2020년 기준년 연쇄가격","2019","제조업",3394110
"강남구","2020년 기준년 연쇄가격","2019","전기, 가스, 증기 및 공기 조절 공급업",175467
"강남구","2020년 기준년 연쇄가격","2019","건설업",1475315
"강남구","2020년 기준년 연쇄가격","2019","도매 및 소매업",21493030
"강남구","2020년 기준년 연쇄가격","2019","운수 및 창고업",899343
"강남구","2020년 기준년 연쇄가격","2019","숙박 및 음식점업",1831769
"강남구","2020년 기준년 연쇄가격","2019","정보통신업",8109623
"강남구","2020년 기준년 연쇄가격","2019","금융 및 보험업",3223033
"강남구","2020년 기준년 연쇄가격","2019","부동산업",10688782
"강남구","2020년 기준년 연쇄가격","2019","사업서비스업",18513623
"강남구","2020년 기준년 연쇄가격","2019","공공 행정, 국방 및 사회보장 행정",299860
"강남구","2020년 기준년 연쇄가격","2019","교육 서비스업",1848066
"강남구","2020년 기준년 연쇄가격","2019","보건업 및 사회복지서비스업",3971616
"강남구","2020년 기준년 연쇄가격","2019","문화 및 기타 서비스업",1634771
"강남구","2020년 기준년 연쇄가격","2020","지역내총생산(시장가격)",83127831
"강남구","2020년 기준년 연쇄가격","2020","순생산물세",7188051
"강남구","2020년 기준년 연쇄가격","2020","총부가가치(기초가격)",76116327
"강남구","2020년 기준년 연쇄가격","2020","농업, 임업 및 어업",16605
"강남구","2020년 기준년 연쇄가격","2020","광업",9
"강남구","2020년 기준년 연쇄가격","2020","제조업",2844644
"강남구","2020년 기준년 연쇄가격","2020","전기, 가스, 증기 및 공기 조절 공급업",185858
"강남구","2020년 기준년 연쇄가격","2020","건설업",1683341
"강남구","2020년 기준년 연쇄가격","2020","도매 및 소매업",19675817
"강남구","2020년 기준년 연쇄가격","2020","운수 및 창고업",765810
"강남구","2020년 기준년 연쇄가격","2020","숙박 및 음식점업",1470609
"강남구","2020년 기준년 연쇄가격","2020","정보통신업",8687176
"강남구","2020년 기준년 연쇄가격","2020","금융 및 보험업",3533583
"강남구","2020년 기준년 연쇄가격","2020","부동산업",10828107
"강남구","2020년 기준년 연쇄가격","2020","사업서비스업",18526117
"강남구","2020년 기준년 연쇄가격","2020","공공 행정, 국방 및 사회보장 행정",323117
"강남구","2020년 기준년 연쇄가격","2020","교육 서비스업",1851412
"강남구","2020년 기준년 연쇄가격","2020","보건업 및 사회복지서비스업",4208183
"강남구","2020년 기준년 연쇄가격","2020","문화 및 기타 서비스업",1515940
"강남구","2020년 기준년 연쇄가격","2021","지역내총생산(시장가격)",85996092
"강남구","2020년 기준년 연쇄가격","2021","순생산물세",7312521
"강남구","2020년 기준년 연쇄가격","2021","총부가가치(기초가격)",78683571
"강남구","2020년 기준년 연쇄가격","2021","농업, 임업 및 어업",19201
"강남구","2020년 기준년 연쇄가격","2021","광업",530
"강남구","2020년 기준년 연쇄가격","2021","제조업",3394285
"강남구","2020년 기준년 연쇄가격","2021","전기, 가스, 증기 및 공기 조절 공급업",193326
"강남구","2020년 기준년 연쇄가격","2021","건설업",1865726
"강남구","2020년 기준년 연쇄가격","2021","도매 및 소매업",19367834
"강남구","2020년 기준년 연쇄가격","2021","운수 및 창고업",941116
"강남구","2020년 기준년 연쇄가격","2021","숙박 및 음식점업",1498739
"강남구","2020년 기준년 연쇄가격","2021","정보통신업",10372077
"강남구","2020년 기준년 연쇄가격","2021","금융 및 보험업",4044247
"강남구","2020년 기준년 연쇄가격","2021","부동산업",11092914
"강남구","2020년 기준년 연쇄가격","2021","사업서비스업",17412828
"강남구","2020년 기준년 연쇄가격","2021","공공 행정, 국방 및 사회보장 행정",342654
"강남구","2020년 기준년 연쇄가격","2021","교육 서비스업",2165325
"강남구","2020년 기준년 연쇄가격","2021","보건업 및 사회복지서비스업",4452300
"강남구","2020년 기준년 연쇄가격","2021","문화 및 기타 서비스업",1520469
"강남구","2020년 기준년 연쇄가격","2022","지역내총생산(시장가격)",86135184
"강남구","2020년 기준년 연쇄가격","2022","순생산물세",7095853
"강남구","2020년 기준년 연쇄가격","2022","총부가가치(기초가격)",79045189
"강남구","2020년 기준년 연쇄가격","2022","농업, 임업 및 어업",25786
"강남구","2020년 기준년 연쇄가격","2022","광업",2709
"강남구","2020년 기준년 연쇄가격","2022","제조업",3117411
"강남구","2020년 기준년 연쇄가격","2022","전기, 가스, 증기 및 공기 조절 공급업",192783
"강남구","2020년 기준년 연쇄가격","2022","건설업",757841
"강남구","2020년 기준년 연쇄가격","2022","도매 및 소매업",20824172
"강남구","2020년 기준년 연쇄가격","2022","운수 및 창고업",1381458
"강남구","2020년 기준년 연쇄가격","2022","숙박 및 음식점업",1739374
"강남구","2020년 기준년 연쇄가격","2022","정보통신업",9795768
"강남구","2020년 기준년 연쇄가격","2022","금융 및 보험업",3674937
"강남구","2020년 기준년 연쇄가격","2022","부동산업",10824653
"강남구","2020년 기준년 연쇄가격","2022","사업서비스업",17895171
"강남구","2020년 기준년 연쇄가격","2022","공공 행정, 국방 및 사회보장 행정",344119
"강남구","2020년 기준년 연쇄가격","2022","교육 서비스업",2190232
"강남구","2020년 기준년 연쇄가격","2022","보건업 및 사회복지서비스업",4631770
"강남구","2020년 기준년 연쇄가격","2022","문화 및 기타 서비스업",1668401
"송파구","2020년 기준년 연쇄가격","2015","지역내총생산(시장가격)",24725698
"송파구","2020년 기준년 연쇄가격","2015","순생산물세",2318016
"송파구","2020년 기준년 연쇄가격","2015","총부가가치(기초가격)",22448011
"송파구","2020년 기준년 연쇄가격","2015","농업, 임업 및 어업",50699
"송파구","2020년 기준년 연쇄가격","2015","광업",60
"송파구","2020년 기준년 연쇄가격","2015","제조업",872935
"송파구","2020년 기준년 연쇄가격","2015","전기, 가스, 증기 및 공기 조절 공급업",139285
"송파구","2020년 기준년 연쇄가격","2015","건설업",1650675
"송파구","2020년 기준년 연쇄가격","2015","도매 및 소매업",4174194
"송파구","2020년 기준년 연쇄가격","2015","운수 및 창고업",728975
"송파구","2020년 기준년 연쇄가격","2015","숙박 및 음식점업",608653
"송파구","2020년 기준년 연쇄가격","2015","정보통신업",2565995
"송파구","2020년 기준년 연쇄가격","2015","금융 및 보험업",606923
"송파구","2020년 기준년 연쇄가격","2015","부동산업",3405521
"송파구","2020년 기준년 연쇄가격","2015","사업서비스업",3015129
"송파구","2020년 기준년 연쇄가격","2015","공공 행정, 국방 및 사회보장 행정",389044
"송파구","2020년 기준년 연쇄가격","2015","교육 서비스업",786003
"송파구","2020년 기준년 연쇄가격","2015","보건업 및 사회복지서비스업",1371576
"송파구","2020년 기준년 연쇄가격","2015","문화 및 기타 서비스업",2103669
"송파구","2020년 기준년 연쇄가격","2016","지역내총생산(시장가격)",25630110
"송파구","2020년 기준년 연쇄가격","2016","순생산물세",2467370
"송파구","2020년 기준년 연쇄가격","2016","총부가가치(기초가격)",23212961
"송파구","2020년 기준년 연쇄가격","2016","농업, 임업 및 어업",40706
"송파구","2020년 기준년 연쇄가격","2016","광업",636
"송파구","2020년 기준년 연쇄가격","2016","제조업",898604
"송파구","2020년 기준년 연쇄가격","2016","전기, 가스, 증기 및 공기 조절 공급업",121503
"송파구","2020년 기준년 연쇄가격","2016","건설업",1799369
"송파구","2020년 기준년 연쇄가격","2016","도매 및 소매업",4317286
"송파구","2020년 기준년 연쇄가격","2016","운수 및 창고업",738917
"송파구","2020년 기준년 연쇄가격","2016","숙박 및 음식점업",648642
"송파구","2020년 기준년 연쇄가격","2016","정보통신업",2569772
"송파구","2020년 기준년 연쇄가격","2016","금융 및 보험업",571329
"송파구","2020년 기준년 연쇄가격","2016","부동산업",3404438
"송파구","2020년 기준년 연쇄가격","2016","사업서비스업",3332695
"송파구","2020년 기준년 연쇄가격","2016","공공 행정, 국방 및 사회보장 행정",386933
"송파구","2020년 기준년 연쇄가격","2016","교육 서비스업",801742
"송파구","2020년 기준년 연쇄가격","2016","보건업 및 사회복지서비스업",1455929
"송파구","2020년 기준년 연쇄가격","2016","문화 및 기타 서비스업",2188316
"송파구","2020년 기준년 연쇄가격","2017","지역내총생산(시장가격)",27961255
"송파구","2020년 기준년 연쇄가격","2017","순생산물세",2555416
"송파구","2020년 기준년 연쇄가격","2017","총부가가치(기초가격)",25443408
"송파구","2020년 기준년 연쇄가격","2017","농업, 임업 및 어업",41996
"송파구","2020년 기준년 연쇄가격","2017","광업",830
"송파구","2020년 기준년 연쇄가격","2017","제조업",1016435
"송파구","2020년 기준년 연쇄가격","2017","전기, 가스, 증기 및 공기 조절 공급업",135425
"송파구","2020년 기준년 연쇄가격","2017","건설업",1354219
"송파구","2020년 기준년 연쇄가격","2017","도매 및 소매업",4522772
"송파구","2020년 기준년 연쇄가격","2017","운수 및 창고업",868623
"송파구","2020년 기준년 연쇄가격","2017","숙박 및 음식점업",671864
"송파구","2020년 기준년 연쇄가격","2017","정보통신업",2936569
"송파구","2020년 기준년 연쇄가격","2017","금융 및 보험업",639105
"송파구","2020년 기준년 연쇄가격","2017","부동산업",3506176
"송파구","2020년 기준년 연쇄가격","2017","사업서비스업",4892067
"송파구","2020년 기준년 연쇄가격","2017","공공 행정, 국방 및 사회보장 행정",475319
"송파구","2020년 기준년 연쇄가격","2017","교육 서비스업",791122
"송파구","2020년 기준년 연쇄가격","2017","보건업 및 사회복지서비스업",1603100
"송파구","2020년 기준년 연쇄가격","2017","문화 및 기타 서비스업",2102130
"송파구","2020년 기준년 연쇄가격","2018","지역내총생산(시장가격)",28266485
"송파구","2020년 기준년 연쇄가격","2018","순생산물세",2559155
"송파구","2020년 기준년 연쇄가격","2018","총부가가치(기초가격)",25743133
"송파구","2020년 기준년 연쇄가격","2018","농업, 임업 및 어업",44553
"송파구","2020년 기준년 연쇄가격","2018","광업",3991
"송파구","2020년 기준년 연쇄가격","2018","제조업",998288
"송파구","2020년 기준년 연쇄가격","2018","전기, 가스, 증기 및 공기 조절 공급업",123032
"송파구","2020년 기준년 연쇄가격","2018","건설업",1160928
"송파구","2020년 기준년 연쇄가격","2018","도매 및 소매업",4759842
"송파구","2020년 기준년 연쇄가격","2018","운수 및 창고업",913142
"송파구","2020년 기준년 연쇄가격","2018","숙박 및 음식점업",732515
"송파구","2020년 기준년 연쇄가격","2018","정보통신업",3387855
"송파구","2020년 기준년 연쇄가격","2018","금융 및 보험업",692778
"송파구","2020년 기준년 연쇄가격","2018","부동산업",3576683
"송파구","2020년 기준년 연쇄가격","2018","사업서비스업",4097343
"송파구","2020년 기준년 연쇄가격","2018","공공 행정, 국방 및 사회보장 행정",481146
"송파구","2020년 기준년 연쇄가격","2018","교육 서비스업",802535
"송파구","2020년 기준년 연쇄가격","2018","보건업 및 사회복지서비스업",1779861
"송파구","2020년 기준년 연쇄가격","2018","문화 및 기타 서비스업",2212670
"송파구","2020년 기준년 연쇄가격","2019","지역내총생산(시장가격)",29008849
"송파구","2020년 기준년 연쇄가격","2019","순생산물세",2677231
"송파구","2020년 기준년 연쇄가격","2019","총부가가치(기초가격)",26371087
"송파구","2020년 기준년 연쇄가격","2019","농업, 임업 및 어업",44764
"송파구","2020년 기준년 연쇄가격","2019","광업",4109
"송파구","2020년 기준년 연쇄가격","2019","제조업",1043120
"송파구","2020년 기준년 연쇄가격","2019","전기, 가스, 증기 및 공기 조절 공급업",117567
"송파구","2020년 기준년 연쇄가격","2019","건설업",744619
"송파구","2020년 기준년 연쇄가격","2019","도매 및 소매업",5005992
"송파구","2020년 기준년 연쇄가격","2019","운수 및 창고업",639281
"송파구","2020년 기준년 연쇄가격","2019","숙박 및 음식점업",790394
"송파구","2020년 기준년 연쇄가격","2019","정보통신업",3757904
"송파구","2020년 기준년 연쇄가격","2019","금융 및 보험업",706175
"송파구","2020년 기준년 연쇄가격","2019","부동산업",3700775
"송파구","2020년 기준년 연쇄가격","2019","사업서비스업",4213709
"송파구","2020년 기준년 연쇄가격","2019","공공 행정, 국방 및 사회보장 행정",499293
"송파구","2020년 기준년 연쇄가격","2019","교육 서비스업",850185
"송파구","2020년 기준년 연쇄가격","2019","보건업 및 사회복지서비스업",2007056
"송파구","2020년 기준년 연쇄가격","2019","문화 및 기타 서비스업",2236525
"송파구","2020년 기준년 연쇄가격","2020","지역내총생산(시장가격)",30389269
"송파구","2020년 기준년 연쇄가격","2020","순생산물세",2570960
"송파구","2020년 기준년 연쇄가격","2020","총부가가치(기초가격)",27914718
"송파구","2020년 기준년 연쇄가격","2020","농업, 임업 및 어업",39095
"송파구","2020년 기준년 연쇄가격","2020","광업",93
"송파구","2020년 기준년 연쇄가격","2020","제조업",1221142
"송파구","2020년 기준년 연쇄가격","2020","전기, 가스, 증기 및 공기 조절 공급업",125259
"송파구","2020년 기준년 연쇄가격","2020","건설업",842456
"송파구","2020년 기준년 연쇄가격","2020","도매 및 소매업",5609265
