"시점","자치구별(1)","자치구별(2)",항목,데이터
"2017","서울시","중구",1인당 지역내총생산 (천원),437329
"2017","서울시","중구",수준지수 (서울특별시=100) (%),1000.05
"2018","서울시","중구",지역내총생산 (당해년 가격) (백만원),59212461
"2018","서울시","중구",구성비 (%),13.1
"2018","서울시","중구",인구(추계인구) (명),128562
"2018","서울시","중구",1인당 지역내총생산 (천원),460575
"2018","서울시","중구",수준지수 (서울특별시=100) (%),990.21
"2019","서울시","중구",지역내총생산 (당해년 가격) (백만원),59526399
"2019","서울시","중구",구성비 (%),12.8
"2019","서울시","중구",인구(추계인구) (명),128923
"2019","서울시","중구",1인당 지역내총생산 (천원),461721
"2019","서울시","중구",수준지수 (서울특별시=100) (%),957.45
"2020","서울시","중구",지역내총생산 (당해년 가격) (백만원),60292105
"2020","서울시","중구",구성비 (%),12.8
"2020","서울시","중구",인구(추계인구) (명),129218
"2020","서울시","중구",1인당 지역내총생산 (천원),466592
"2020","서울시","중구",수준지수 (서울특별시=100) (%),949.02
"2021","서울시","중구",지역내총생산 (당해년 가격) (백만원),66215962
"2021","서울시","중구",구성비 (%),13.0
"2021","서울시","중구",인구(추계인구) (명),127427
"2021","서울시","중구",1인당 지역내총생산 (천원),519638
"2021","서울시","중구",수준지수 (서울특별시=100) (%),972.95
"2022","서울시","중구",지역내총생산 (당해년 가격) (백만원),71966937
"2022","서울시","중구",구성비 (%),13.6
"2022","서울시","중구",인구(추계인구) (명),124819
"2022","서울시","중구",1인당 지역내총생산 (천원),576570
"2022","서울시","중구",수준지수 (서울특별시=100) (%),1027.87
"2015","서울시","중랑구",지역내총생산 (당해년 가격) (백만원),4108513
"2015","서울시","중랑구",구성비 (%),1.1
"2015","서울시","중랑구",인구(추계인구) (명),406847
"2015","서울시","중랑구",1인당 지역내총생산 (천원),10098
"2015","서울시","중랑구",수준지수 (서울특별시=100) (%),25.95
"2016","서울시","중랑구",지역내총생산 (당해년 가격) (백만원),4323488
"2016","서울시","중랑구",구성비 (%),1.1
"2016","서울시","중랑구",인구(추계인구) (명),402615
"2016","서울시","중랑구",1인당 지역내총생산 (천원),10739
"2016","서울시","중랑구",수준지수 (서울특별시=100) (%),25.99
"2017","서울시","중랑구",지역내총생산 (당해년 가격) (백만원),4550448
"2017","서울시","중랑구",구성비 (%),1.1
"2017","서울시","중랑구",인구(추계인구) (명),397541
"2017","서울시","중랑구",1인당 지역내총생산 (천원),11446
"2017","서울시","중랑구",수준지수 (서울특별시=100) (%),26.17
"2018","서울시","중랑구",지역내총생산 (당해년 가격) (백만원),4709947
"2018","서울시","중랑구",구성비 (%),1.0
"2018","서울시","중랑구",인구(추계인구) (명),393881
"2018","서울시","중랑구",1인당 지역내총생산 (천원),11958
"2018","서울시","중랑구",수준지수 (서울특별시=100) (%),25.71
"2019","서울시","중랑구",지역내총생산 (당해년 가격) (백만원),5059034
"2019","서울시","중랑구",구성비 (%),1.1
"2019","서울시","중랑구",인구(추계인구) (명),389498
"2019","서울시","중랑구",1인당 지역내총생산 (천원),12989
"2019","서울시","중랑구",수준지수 (서울특별시=100) (%),26.93
"2020","서울시","중랑구",지역내총생산 (당해년 가격) (백만원),5224735
"2020","서울시","중랑구",구성비 (%),1.1
"2020","서울시","중랑구",인구(추계인구) (명),384528
"2020","서울시","중랑구",1인당 지역내총생산 (천원),13587
"2020","서울시","중랑구",수준지수 (서울특별시=100) (%),27.64
"2021","서울시","중랑구",지역내총생산 (당해년 가격) (백만원),5368569
"2021","서울시","중랑구",구성비 (%),1.1
"2021","서울시","중랑구",인구(추계인구) (명),381449
"2021","서울시","중랑구",1인당 지역내총생산 (천원),14074
"2021","서울시","중랑구",수준지수 (서울특별시=100) (%),26.35
"2022","서울시","중랑구",지역내총생산 (당해년 가격) (백만원),5287511
"2022","서울시","중랑구",구성비 (%),1.0
"2022","서울시","중랑구",인구(추계인구) (명),380540
"2022","서울시","중랑구",1인당 지역내총생산 (천원),13895
"2022","서울시","중랑구",수준지수 (서울특별시=100) (%),24.77
